plane_id,Aircraft_ID,Registration,Type,Operator,Date,Start_Time,End_Time,Duration_Min,Start_Lat,Start_Lon,End_Lat,End_Lon,Status,HEX kód,Lajstromjel,Típus,Kategória,Gyártási év,Kötődés,Magyar kötődés kezdete,Magyar kötődés vége,Újonnani érték,Üzemeltetési költség/óra,Cikk(ek),Cikkek,price_of_flight
440214,440214,,,,2024-11-27,13:51:10,14:59:26,68.3,50.978937,10.969086,47.435257,19.242537,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,7934.1833333333325
440214,440214,,,,2024-12-02,11:39:18,12:19:52,40.6,47.433239,19.245793,44.823334,20.298313,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,4716.366666666667
440214,440214,,,,2024-12-02,14:51:24,15:25:16,33.9,44.818039,20.310124,47.4375,19.23888,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,3938.0499999999997
440214,440214,,,,2024-12-02,15:51:46,16:37:38,45.9,47.433472,19.245438,50.112797,14.26291,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,5332.05
440214,440214,,,,2024-12-02,20:46:25,21:31:37,45.2,50.113678,14.265819,47.444607,19.22743,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,5250.733333333334
440214,440214,,,,2024-12-05,11:02:46,12:11:43,68.9,47.43338,19.245644,41.413113,19.720771,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,8003.883333333334
440214,440214,,,,2024-12-05,20:15:27,14:03:22,1067.9,41.416718,19.720334,47.439377,19.267342,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,124054.38333333335
440214,440214,,,,2024-12-17,09:12:44,11:24:52,132.1,47.433609,19.245163,51.33306,0.034065,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,15345.616666666667
440214,440214,,,,2024-12-20,09:11:32,11:07:23,115.8,51.33522,0.035706,47.435392,19.242272,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,13452.1
440214,440214,,,,2024-12-28,10:15:46,17:42:37,10526.9,47.439617,19.2353,47.43623,19.24094,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,1222874.8833333333
