Aircraft_ID,Registration,Type,Operator,Date,Start_Time,End_Time,Duration_Min,Start_Lat,Start_Lon,End_Lat,End_Lon,Status,start_city,start_country,end_city,end_country
440241.0,,,,2025-08-31,19:05:07,02:00:09,14815.0,47.434982,19.242966,47.442455,19.230881,Landed,Budapest,Magyarország,Budapest,Magyarország
440241.0,,,,2025-09-25,06:11:35,10:58:46,287.2,47.437225,19.270775,24.895508,55.162988,Landed,Budapest,Magyarország,,Egyesült Arab Emírségek
440241.0,,,,2025-09-29,10:37:41,15:51:47,314.1,24.89339,55.166966,47.436986,19.239754,Landed,,Egyesült Arab Emírségek,Budapest,Magyarország
440241.0,,,,2025-09-30,05:23:17,06:55:04,91.8,47.442224,19.231215,43.649826,7.20141,Landed,Budapest,Magyarország,Nizza,Franciaország
440241.0,,,,2025-09-30,07:03:19,12:48:55,345.6,43.661259,7.212604,43.661259,7.21262,Landed,Nizza,Franciaország,Nizza,Franciaország
440241.0,,,,2025-09-30,12:51:58,12:55:36,3.6,43.661263,7.212606,43.661262,7.212606,Landed,Nizza,Franciaország,Nizza,Franciaország
440241.0,,,,2025-09-30,12:59:06,13:03:54,4.8,43.66127,7.212604,43.661259,7.21262,Landed,Nizza,Franciaország,Nizza,Franciaország
440241.0,,,,2025-09-30,13:05:56,13:08:23,2.4,43.661263,7.212623,43.661259,7.212604,Landed,Nizza,Franciaország,Nizza,Franciaország
440241.0,,,,2025-09-30,13:27:08,14:47:14,80.1,43.662321,7.218475,47.435337,19.242365,Landed,Nizza,Franciaország,Budapest,Magyarország
440241.0,,,,2025-10-10,05:44:01,06:54:29,70.5,47.433517,19.2453,47.609768,7.515404,Landed,Budapest,Magyarország,Saint-Louis,Franciaország
440241.0,,,,2025-10-16,18:44:10,20:02:20,78.2,47.613785,7.512589,47.430376,19.281816,Landed,Blotzheim,Franciaország,Ecser,Magyarország
440241.0,,,,2025-10-18,07:05:16,09:04:24,119.1,47.433472,19.245438,51.332417,0.033571,Landed,Budapest,Magyarország,London,Egyesült Királyság
440241.0,,,,2025-10-22,06:42:55,08:28:08,105.2,51.327985,0.030136,47.445389,19.226162,Landed,London,Egyesült Királyság,Budapest,Magyarország
440241.0,,,,2025-10-27,12:59:44,19:08:02,1808.3,47.435567,19.24199,47.438438,19.237404,Landed,Budapest,Magyarország,Budapest,Magyarország
440241.0,,,,2025-10-31,19:15:43,14:44:43,11249.0,47.445007,19.226761,-33.967608,18.602543,Landed,Budapest,Magyarország,Elsiesriver,Dél-Afrika
440241.0,,,,2025-11-09,19:17:28,06:47:56,690.5,-33.979223,18.606205,47.427315,19.286869,Landed,,Dél-Afrika,Ecser,Magyarország
440241.0,,,,2025-11-11,08:21:44,14:08:14,346.5,47.429947,19.282516,41.424462,19.719245,Landed,Ecser,Magyarország,Kruja,Albánia
440241.0,,,,2025-11-11,15:49:49,16:58:30,68.7,41.415344,19.720459,47.442936,19.230108,Landed,Kruja,Albánia,Budapest,Magyarország
440241.0,,,,2025-11-20,10:09:59,11:00:34,50.6,47.437958,19.269608,50.113193,14.264281,Landed,Budapest,Magyarország,Prága főváros,Csehország
440241.0,,,,2025-11-20,17:00:50,17:50:09,49.3,50.114089,14.267232,47.436428,19.240635,Landed,Prága főváros,Csehország,Budapest,Magyarország
440241.0,,,,2025-11-26,06:05:53,10:58:05,292.2,47.433105,19.245987,24.890818,55.171707,Landed,Budapest,Magyarország,,Egyesült Arab Emírségek
440241.0,,,,2025-11-29,12:16:34,17:28:16,311.7,24.894461,55.164996,47.435669,19.24185,Landed,,Egyesült Arab Emírségek,Budapest,Magyarország
440241.0,,,,2025-12-02,06:10:06,06:12:50,2.7,47.440712,19.225458,47.440716,19.225456,Landed,Budapest,Magyarország,Budapest,Magyarország
440241.0,,,,2025-12-02,08:00:48,10:04:46,124.0,47.446227,19.224807,44.827466,-0.709723,Landed,Budapest,Magyarország,Mérignac,Franciaország
440241.0,,,,2025-12-04,10:02:08,12:04:14,122.1,44.833483,-0.708417,47.443992,19.228398,Landed,Mérignac,Franciaország,Budapest,Magyarország
440241.0,,,,2025-12-04,13:44:23,14:16:01,31.6,47.445668,19.225722,48.120243,16.541325,Landed,Budapest,Magyarország,Schwechat,Ausztria
440241.0,,,,2025-12-28,15:48:19,16:18:17,30.0,48.115276,16.556537,47.435892,19.241515,Landed,Schwechat,Ausztria,Budapest,Magyarország
440241.0,,,,2025-12-29,07:56:24,20:31:22,755.0,47.433658,19.245089,33.937419,-118.38232,Landed,Budapest,Magyarország,Los Angeles,Amerikai Egyesült Államok
440241.0,,,,2025-12-30,19:44:24,01:03:22,319.0,33.937093,-118.406639,21.325301,-157.939504,Landed,Los Angeles,Amerikai Egyesült Államok,Waipahu,Amerikai Egyesült Államok
440241.0,,,,2026-01-03,18:42:15,19:04:45,22.5,21.306773,-157.930959,20.889572,-156.436024,Landed,Honolulu,Amerikai Egyesült Államok,Kahului,Amerikai Egyesült Államok
440241.0,,,,2026-01-04,03:40:53,04:05:19,24.4,20.898972,-156.42898,21.315478,-157.925008,Landed,Kahului,Amerikai Egyesült Államok,Honolulu,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-05-03,22:01:57,08:35:41,633.7,32.120811,-110.94493,48.095181,16.588566,Landed,,Amerikai Egyesült Államok,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-06,09:20:06,09:49:49,29.7,48.11087,16.570198,49.151657,16.69013,Landed,Fischamend,Ausztria,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,09:49:50,09:56:52,7.0,49.151575,16.691196,49.152122,16.685215,Landed,Brünn,Csehország,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,09:57:00,10:03:33,6.5,49.151642,16.690838,49.151901,16.687202,Landed,Brünn,Csehország,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,10:03:33,10:13:38,10.1,49.151854,16.687726,49.151951,16.686824,Landed,Brünn,Csehország,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,10:13:46,10:19:23,5.6,49.151529,16.691846,49.151905,16.687211,Landed,Brünn,Csehország,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,10:42:13,11:05:03,22.8,49.152413,16.681294,48.095829,16.588299,Landed,Brünn,Csehország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-06,14:40:28,15:14:02,33.6,48.111511,16.568138,49.151722,16.689254,Landed,Fischamend,Ausztria,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,15:14:07,15:23:36,9.5,49.151413,16.69281,49.151779,16.688497,Landed,Brünn,Csehország,Brünn,Csehország
440392.0,OE-7125,PISI,,2025-05-06,15:39:56,16:04:10,24.2,49.152273,16.682956,48.096562,16.588,Landed,Brünn,Csehország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-07,07:43:56,08:09:20,25.4,48.11104,16.569566,46.985733,15.441044,Landed,Fischamend,Ausztria,Forst,Ausztria
440392.0,OE-7125,PISI,,2025-05-07,08:19:00,09:14:12,55.2,47.000244,15.437096,47.987059,10.22836,Landed,Lebern,Ausztria,Memmingerberg,Németország
440392.0,OE-7125,PISI,,2025-05-07,09:27:48,09:52:55,25.1,47.990749,10.244962,49.498913,11.07608,Landed,Memmingerberg,Németország,Nürnberg,Németország
440392.0,OE-7125,PISI,,2025-05-07,10:13:02,11:00:57,47.9,49.499725,11.067425,48.093773,16.589252,Landed,Nürnberg,Németország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-08,06:32:56,07:05:51,32.9,48.110916,16.569992,47.43877,19.236872,Landed,Fischamend,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-08,07:40:35,08:38:40,58.1,47.433798,19.244878,42.696956,23.409869,Landed,Budapest,Magyarország,Szófia,Bulgária
440392.0,OE-7125,PISI,,2025-05-08,16:04:45,17:13:46,69.0,42.695525,23.432688,47.436699,19.240133,Landed,Szófia,Bulgária,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-08,17:46:37,18:16:32,29.9,47.433053,19.246075,48.095014,16.588686,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-09,10:29:09,11:08:20,39.2,48.115183,16.556889,47.435881,19.241427,Landed,Schwechat,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-09,12:37:45,13:38:12,60.5,47.434356,19.243962,45.709654,25.52706,Landed,Budapest,Magyarország,Vidombák,Románia
440392.0,OE-7125,PISI,,2025-05-10,13:06:13,13:58:55,52.7,45.699783,25.516685,47.437145,19.239464,Landed,Vidombák,Románia,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-10,14:31:50,15:01:10,29.3,47.440641,19.233891,48.095833,16.58836,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-10,15:47:10,15:48:01,0.9,48.12561,16.535832,48.125633,16.535797,Landed,Schwechat,Ausztria,Schwechat,Ausztria
440392.0,OE-7125,PISI,,2025-05-11,09:00:12,09:27:33,27.4,48.112335,16.565598,47.44376,19.228838,Landed,Schwechat,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-11,11:26:38,13:38:51,132.2,47.442317,19.231145,53.333427,-2.853522,Landed,Budapest,Magyarország,Liverpool,Egyesült Királyság
440392.0,OE-7125,PISI,,2025-05-11,18:40:46,20:44:04,123.3,53.333223,-2.858626,47.442478,19.230812,Landed,Liverpool,Egyesült Királyság,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-12,07:38:30,08:49:04,70.6,47.441991,19.263118,47.472855,8.548684,Landed,Budapest,Magyarország,Winkel,Svájc
440392.0,OE-7125,PISI,,2025-05-13,11:56:02,13:13:38,77.6,47.456981,8.564758,47.429654,19.283083,Landed,Kloten,Svájc,Ecser,Magyarország
440392.0,OE-7125,PISI,,2025-05-13,13:46:59,14:12:15,25.3,47.436356,19.272217,48.096492,16.588017,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-05-20,08:12:47,08:45:37,32.8,48.105174,16.584355,47.436637,19.24023,Landed,Klein-Neusiedl,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-20,10:17:30,11:04:18,46.8,47.44078,19.233539,50.096706,14.268819,Landed,Budapest,Magyarország,Prága főváros,Csehország
440392.0,OE-7125,PISI,,2025-05-20,15:33:28,16:19:38,46.2,50.093262,14.275938,50.07811,19.787606,Landed,Prága főváros,Csehország,Balice,Lengyelország
440392.0,OE-7125,PISI,,2025-05-21,09:30:12,10:07:56,37.7,50.079346,19.796496,47.443981,19.228416,Landed,Balice,Lengyelország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-05-21,10:41:27,11:11:19,29.9,47.442856,19.230194,48.112541,16.581221,Landed,Budapest,Magyarország,Fischamend,Ausztria
440392.0,OE-7125,PISI,,2025-06-12,09:03:59,09:35:15,31.3,48.114349,16.559418,47.437695,19.238588,Landed,Schwechat,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-06-12,14:07:57,17:53:49,225.9,47.434296,19.244064,63.985015,-22.608215,Landed,Budapest,Magyarország,Reykjanesbær,Izland
440392.0,OE-7125,PISI,,2025-06-13,10:15:06,15:18:26,303.3,63.985073,-22.603381,43.167762,-79.926371,Landed,Reykjanesbær,Izland,Hamilton,Kanada
440392.0,OE-7125,PISI,,2025-06-14,15:19:56,16:51:01,91.1,43.175079,-79.921641,43.909537,-92.493259,Landed,Hamilton,Kanada,Rochester,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-06-14,17:50:00,20:17:40,147.7,43.896759,-92.505798,37.031227,-113.511385,Landed,Rochester,Amerikai Egyesült Államok,St. George,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-06-16,16:46:52,17:33:17,46.4,37.036262,-113.510444,40.791641,-111.962082,Landed,St. George,Amerikai Egyesült Államok,Salt Lake City,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-06-18,16:33:25,18:24:39,111.2,40.791367,-111.962097,32.816528,-97.360208,Landed,Salt Lake City,Amerikai Egyesült Államok,Fort Worth,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-06-21,14:39:16,17:00:49,141.5,32.826645,-97.361938,26.076965,-80.172211,Landed,Fort Worth,Amerikai Egyesült Államok,Dania Beach,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-06-28,00:37:19,09:42:58,545.7,26.076736,-80.142517,47.43774,19.238468,Landed,Fort Lauderdale,Amerikai Egyesült Államok,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-06-28,11:12:22,11:38:32,26.2,47.440475,19.234108,48.095558,16.588394,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-07-09,09:14:16,09:49:50,35.6,48.111319,16.568721,47.436916,19.239807,Landed,Fischamend,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-07-09,12:26:52,10:55:18,4228.4,47.440018,19.234795,47.435886,19.241455,Landed,Budapest,Magyarország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-07-12,12:01:13,12:32:14,31.0,47.440704,19.233765,48.113319,16.580858,Landed,Budapest,Magyarország,Fischamend,Ausztria
440392.0,OE-7125,PISI,,2025-07-23,09:38:07,10:12:35,34.5,48.114304,16.559486,47.437122,19.239464,Landed,Schwechat,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-07-23,12:40:49,14:24:12,103.4,47.441153,19.233046,42.559615,18.272627,Landed,Budapest,Magyarország,Čilipi,Horvátország
440392.0,OE-7125,PISI,,2025-07-26,10:20:32,12:26:17,125.8,42.565504,18.257744,47.441666,19.232203,Landed,Močići,Horvátország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-07-26,13:35:18,14:04:56,29.6,47.442352,19.231087,48.097772,16.587542,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-09-01,08:47:15,11:14:43,5907.5,48.115509,16.579989,47.61051,7.514825,Landed,Fischamend,Ausztria,Saint-Louis,Franciaország
440392.0,OE-7125,PISI,,2025-09-25,04:09:40,04:13:51,4.2,47.586349,7.525934,47.586342,7.525927,Landed,Hésingue,Franciaország,Hésingue,Franciaország
440392.0,OE-7125,PISI,,2025-09-25,04:17:15,04:30:56,13.7,47.586349,7.525934,47.586338,7.525916,Landed,Hésingue,Franciaország,Hésingue,Franciaország
440392.0,OE-7125,PISI,,2025-09-25,04:32:57,04:55:25,22.5,47.586342,7.525927,47.586314,7.525934,Landed,Hésingue,Franciaország,Hésingue,Franciaország
440392.0,OE-7125,PISI,,2025-09-25,04:58:46,06:11:50,73.1,47.591237,7.528311,47.441828,19.231902,Landed,Saint-Louis,Franciaország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-09-25,07:42:44,08:33:43,51.0,47.442215,19.231224,50.106342,14.241245,Landed,Budapest,Magyarország,Hostivice,Csehország
440392.0,OE-7125,PISI,,2025-09-26,09:12:06,10:08:06,56.0,50.109527,14.251866,47.442776,19.2304,Landed,Kněževes,Csehország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-09-26,10:59:17,11:33:41,34.4,47.445877,19.225319,48.119698,16.543051,Landed,Budapest,Magyarország,Schwechat,Ausztria
440392.0,OE-7125,PISI,,2025-10-01,11:29:32,12:02:16,32.7,48.094607,16.588862,47.436253,19.240889,Landed,Klein-Neusiedl,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-10-01,13:58:46,14:57:25,58.7,47.435986,19.241356,48.341822,11.765255,Landed,Budapest,Magyarország,Hallbergmoos,Németország
440392.0,OE-7125,PISI,,2025-10-03,10:01:33,10:59:51,58.3,48.341263,11.758681,47.437568,19.238751,Landed,Hallbergmoos,Németország,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-10-03,11:25:29,11:54:25,28.9,47.440408,19.234173,48.094141,16.589003,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-10-12,13:25:38,13:57:12,31.6,48.114019,16.560411,47.43449,19.243807,Landed,Schwechat,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-10-12,16:28:51,20:20:25,231.6,47.434799,19.24324,63.991311,-22.605469,Landed,Budapest,Magyarország,Reykjanesbær,Izland
440392.0,OE-7125,PISI,,2025-10-13,09:52:58,14:13:27,4580.5,63.977858,-22.605688,26.077097,-80.151245,Landed,Reykjanesbær,Izland,Fort Lauderdale,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-10-16,14:18:51,14:59:29,40.6,26.076874,-80.15283,27.901794,-82.686992,Landed,Fort Lauderdale,Amerikai Egyesült Államok,Clearwater,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-10-18,13:58:10,14:37:45,39.6,27.915848,-82.689428,26.077011,-80.169931,Landed,Clearwater,Amerikai Egyesült Államok,Dania Beach,Amerikai Egyesült Államok
440392.0,OE-7125,PISI,,2025-10-24,14:21:16,13:42:10,1400.9,26.076795,-80.151232,47.437454,19.238897,Landed,Fort Lauderdale,Amerikai Egyesült Államok,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-10-25,14:51:43,15:22:37,30.9,47.441106,19.233046,48.113331,16.580841,Landed,Budapest,Magyarország,Fischamend,Ausztria
440392.0,OE-7125,PISI,,2025-11-19,11:16:28,11:46:51,30.4,48.102173,16.585648,47.437883,19.238293,Landed,Klein-Neusiedl,Ausztria,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-11-19,13:15:50,14:32:21,76.5,47.442456,19.230863,45.444551,9.2771,Landed,Budapest,Magyarország,Peschiera Borromeo,Olaszország
440392.0,OE-7125,PISI,,2025-11-19,14:42:41,14:53:21,10.7,45.456081,9.262799,45.456081,9.262799,Landed,Milánó,Olaszország,Milánó,Olaszország
440392.0,OE-7125,PISI,,2025-11-19,14:56:18,15:03:49,7.5,45.456085,9.262798,45.456085,9.262798,Landed,Milánó,Olaszország,Milánó,Olaszország
440392.0,OE-7125,PISI,,2025-11-19,15:05:46,14:51:49,1426.1,45.456085,9.262798,45.455326,9.262096,Landed,Milánó,Olaszország,Milánó,Olaszország
440392.0,OE-7125,PISI,,2025-11-20,15:09:14,15:59:19,50.1,45.441688,9.277418,48.095364,16.58848,Landed,Peschiera Borromeo,Olaszország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-11-21,13:12:25,13:45:16,32.8,48.09335,16.589355,47.430279,19.282036,Landed,Klein-Neusiedl,Ausztria,Ecser,Magyarország
440392.0,OE-7125,PISI,,2025-11-25,11:56:06,13:10:34,74.5,47.437866,19.269814,47.474464,8.546505,Landed,Budapest,Magyarország,Winkel,Svájc
440392.0,OE-7125,PISI,,2025-11-26,15:43:11,16:57:37,74.4,47.45712,8.563139,47.435966,19.241386,Landed,Kloten,Svájc,Budapest,Magyarország
440392.0,OE-7125,PISI,,2025-11-26,17:18:57,17:49:27,30.5,47.440567,19.233902,48.097132,16.587753,Landed,Budapest,Magyarország,Klein-Neusiedl,Ausztria
440392.0,OE-7125,PISI,,2025-12-08,09:59:28,21:09:09,669.7,48.111832,16.567108,25.913589,-80.26943,Landed,Fischamend,Ausztria,Miami Gardens,Amerikai Egyesült Államok
44010.0,,,,2024-10-03,04:23:29,08:22:06,1678.6,36.799637,127.626654,37.458618,126.438492,Landed,도안면,Dél-Korea,Incshon,Dél-Korea
44010.0,,,,2024-10-04,08:27:29,08:33:48,6.3,37.44627,126.443382,37.44508,126.440262,Landed,Incshon,Dél-Korea,Incshon,Dél-Korea
44010.0,,,,2024-10-04,08:34:20,09:23:08,48.8,37.458344,126.428444,33.745377,126.526009,Landed,Incshon,Dél-Korea,제주시,Dél-Korea
44010.0,,,,2024-10-04,09:23:29,11:32:14,128.7,33.703215,126.50774,25.080111,121.225075,Landed,제주시,Dél-Korea,Taojüan megye,Tajvan
44010.0,,,,2024-10-04,12:59:58,15:17:51,137.9,25.06723,121.231689,15.185771,120.562447,Landed,Taojüan megye,Tajvan,Mabalacat,Fülöp-szigetek
44010.0,,,,2025-01-03,02:10:08,03:44:53,94.8,15.22998,120.578613,22.319936,113.877004,Landed,Mabalacat,Fülöp-szigetek,Hongkong,Kína
44010.0,,,,2025-03-06,23:10:39,00:45:30,94.9,22.30101,113.913241,22.317748,113.870341,Landed,Hongkong,Kína,Hongkong,Kína
